rand,Mod 64,Mod 32,Mod 16,Mod 8
134,6,6,6,6
886,54,22,6,6
22,22,22,6,6
268,12,12,12,4
782,14,14,14,6
246,54,22,6,6
970,10,10,10,2
147,19,19,3,3
501,53,21,5,5
659,19,19,3,3
461,13,13,13,5
382,62,30,14,6
275,19,19,3,3
945,49,17,1,1
873,41,9,9,1
245,53,21,5,5
922,26,26,10,2
659,19,19,3,3
310,54,22,6,6
35,35,3,3,3
958,62,30,14,6
463,15,15,15,7
592,16,16,0,0
593,17,17,1,1
322,2,2,2,2
431,47,15,15,7
83,19,19,3,3
692,52,20,4,4
656,16,16,0,0
148,20,20,4,4
689,49,17,1,1
520,8,8,8,0
235,43,11,11,3
425,41,9,9,1
723,19,19,3,3
364,44,12,12,4
661,21,21,5,5
956,60,28,12,4
341,21,21,5,5
850,18,18,2,2
375,55,23,7,7
428,44,12,12,4
832,0,0,0,0
175,47,15,15,7
431,47,15,15,7
619,43,11,11,3
393,9,9,9,1
954,58,26,10,2
499,51,19,3,3
948,52,20,4,4
809,41,9,9,1
350,30,30,14,6
640,0,0,0,0
7,7,7,7,7
339,19,19,3,3
705,1,1,1,1
576,0,0,0,0
918,22,22,6,6
789,21,21,5,5
814,46,14,14,6
766,62,30,14,6
10,10,10,10,2
821,53,21,5,5
904,8,8,8,0
604,28,28,12,4
957,61,29,13,5
648,8,8,8,0
98,34,2,2,2
440,56,24,8,0
547,35,3,3,3
56,56,24,8,0
659,19,19,3,3
318,62,30,14,6
552,40,8,8,0
919,23,23,7,7
775,7,7,7,7
499,51,19,3,3
21,21,21,5,5
281,25,25,9,1
795,27,27,11,3
482,34,2,2,2
240,48,16,0,0
157,29,29,13,5
839,7,7,7,7
47,47,15,15,7
491,43,11,11,3
613,37,5,5,5
668,28,28,12,4
889,57,25,9,1
759,55,23,7,7
771,3,3,3,3
761,57,25,9,1
274,18,18,2,2
312,56,24,8,0
247,55,23,7,7
41,41,9,9,1
598,22,22,6,6
87,23,23,7,7
431,47,15,15,7
116,52,20,4,4
936,40,8,8,0
886,54,22,6,6
220,28,28,12,4
505,57,25,9,1
21,21,21,5,5
960,0,0,0,0
484,36,4,4,4
239,47,15,15,7
942,46,14,14,6
696,56,24,8,0
245,53,21,5,5
18,18,18,2,2
252,60,28,12,4
647,7,7,7,7
364,44,12,12,4
526,14,14,14,6
187,59,27,11,3
649,9,9,9,1
913,17,17,1,1
203,11,11,11,3
202,10,10,10,2
765,61,29,13,5
561,49,17,1,1
436,52,20,4,4
196,4,4,4,4
490,42,10,10,2
510,62,30,14,6
77,13,13,13,5
800,32,0,0,0
886,54,22,6,6
544,32,0,0,0
463,15,15,15,7
167,39,7,7,7
151,23,23,7,7
332,12,12,12,4
33,33,1,1,1
468,20,20,4,4
107,43,11,11,3
844,12,12,12,4
741,37,5,5,5
852,20,20,4,4
812,44,12,12,4
529,17,17,1,1
977,17,17,1,1
797,29,29,13,5
48,48,16,0,0
530,18,18,2,2
631,55,23,7,7
236,44,12,12,4
606,30,30,14,6
912,16,16,0,0
95,31,31,15,7
950,54,22,6,6
852,20,20,4,4
798,30,30,14,6
352,32,0,0,0
635,59,27,11,3
387,3,3,3,3
858,26,26,10,2
366,46,14,14,6
674,34,2,2,2
832,0,0,0,0
401,17,17,1,1
367,47,15,15,7
526,14,14,14,6
64,0,0,0,0
921,25,25,9,1
390,6,6,6,6
50,50,18,2,2
740,36,4,4,4
434,50,18,2,2
76,12,12,12,4
725,21,21,5,5
871,39,7,7,7
53,53,21,5,5
336,16,16,0,0
184,56,24,8,0
574,62,30,14,6
55,55,23,7,7
523,11,11,11,3
347,27,27,11,3
548,36,4,4,4
782,14,14,14,6
282,26,26,10,2
472,24,24,8,0
198,6,6,6,6
108,44,12,12,4
636,60,28,12,4
276,20,20,4,4
112,48,16,0,0
178,50,18,2,2
724,20,20,4,4
137,9,9,9,1
224,32,0,0,0
654,14,14,14,6
158,30,30,14,6
992,32,0,0,0
643,3,3,3,3
966,6,6,6,6
885,53,21,5,5
735,31,31,15,7
175,47,15,15,7
467,19,19,3,3
660,20,20,4,4
514,2,2,2,2
830,62,30,14,6
211,19,19,3,3
935,39,7,7,7
276,20,20,4,4
930,34,2,2,2
859,27,27,11,3
999,39,7,7,7
411,27,27,11,3
223,31,31,15,7
857,25,25,9,1
559,47,15,15,7
860,28,28,12,4
857,25,25,9,1
977,17,17,1,1
168,40,8,8,0
954,58,26,10,2
636,60,28,12,4
336,16,16,0,0
622,46,14,14,6
698,58,26,10,2
453,5,5,5,5
469,21,21,5,5
285,29,29,13,5
652,12,12,12,4
846,14,14,14,6
591,15,15,15,7
820,52,20,4,4
522,10,10,10,2
796,28,28,12,4
378,58,26,10,2
726,22,22,6,6
22,22,22,6,6
15,15,15,15,7
967,7,7,7,7
435,51,19,3,3
829,61,29,13,5
197,5,5,5,5
523,11,11,11,3
278,22,22,6,6
730,26,26,10,2
412,28,28,12,4
432,48,16,0,0
291,35,3,3,3
754,50,18,2,2
200,8,8,8,0
48,48,16,0,0
662,22,22,6,6
925,29,29,13,5
953,57,25,9,1
28,28,28,12,4
215,23,23,7,7
293,37,5,5,5
380,60,28,12,4
843,11,11,11,3
798,30,30,14,6
716,12,12,12,4
337,17,17,1,1
248,56,24,8,0
763,59,27,11,3
779,11,11,11,3
403,19,19,3,3
384,0,0,0,0
111,47,15,15,7
252,60,28,12,4
796,28,28,12,4
309,53,21,5,5
330,10,10,10,2
512,0,0,0,0
918,22,22,6,6
220,28,28,12,4
69,5,5,5,5
293,37,5,5,5
478,30,30,14,6
180,52,20,4,4
181,53,21,5,5
720,16,16,0,0
108,44,12,12,4
141,13,13,13,5
577,1,1,1,1
44,44,12,12,4
437,53,21,5,5
234,42,10,10,2
201,9,9,9,1
409,25,25,9,1
890,58,26,10,2
828,60,28,12,4
117,53,21,5,5
975,15,15,15,7
680,40,8,8,0
957,61,29,13,5
860,28,28,12,4
441,57,25,9,1
520,8,8,8,0
836,4,4,4,4
252,60,28,12,4
969,9,9,9,1
512,0,0,0,0
604,28,28,12,4
780,12,12,12,4
358,38,6,6,6
642,2,2,2,2
562,50,18,2,2
210,18,18,2,2
976,16,16,0,0
393,9,9,9,1
83,19,19,3,3
625,49,17,1,1
682,42,10,10,2
350,30,30,14,6
34,34,2,2,2
866,34,2,2,2
404,20,20,4,4
723,19,19,3,3
360,40,8,8,0
936,40,8,8,0
467,19,19,3,3
607,31,31,15,7
500,52,20,4,4
65,1,1,1,1
809,41,9,9,1
578,2,2,2,2
39,39,7,7,7
104,40,8,8,0
636,60,28,12,4
912,16,16,0,0
51,51,19,3,3
469,21,21,5,5
741,37,5,5,5
543,31,31,15,7
954,58,26,10,2
286,30,30,14,6
261,5,5,5,5
976,16,16,0,0
873,41,9,9,1
147,19,19,3,3
960,0,0,0,0
696,56,24,8,0
636,60,28,12,4
348,28,28,12,4
223,31,31,15,7
815,47,15,15,7
930,34,2,2,2
525,13,13,13,5
191,63,31,15,7
467,19,19,3,3
266,10,10,10,2
304,48,16,0,0
571,59,27,11,3
502,54,22,6,6
20,20,20,4,4
462,14,14,14,6
751,47,15,15,7
131,3,3,3,3
178,50,18,2,2
676,36,4,4,4
175,47,15,15,7
436,52,20,4,4
94,30,30,14,6
434,50,18,2,2
463,15,15,15,7
853,21,21,5,5
408,24,24,8,0
962,2,2,2,2
397,13,13,13,5
121,57,25,9,1
343,23,23,7,7
123,59,27,11,3
213,21,21,5,5
250,58,26,10,2
669,29,29,13,5
180,52,20,4,4
362,42,10,10,2
172,44,12,12,4
965,5,5,5,5
218,26,26,10,2
685,45,13,13,5
493,45,13,13,5
850,18,18,2,2
877,45,13,13,5
587,11,11,11,3
66,2,2,2,2
239,47,15,15,7
810,42,10,10,2
780,12,12,12,4
149,21,21,5,5
832,0,0,0,0
377,57,25,9,1
210,18,18,2,2
534,22,22,6,6
197,5,5,5,5
180,52,20,4,4
191,63,31,15,7
682,42,10,10,2
494,46,14,14,6
380,60,28,12,4
778,10,10,10,2
68,4,4,4,4
516,4,4,4,4
775,7,7,7,7
321,1,1,1,1
242,50,18,2,2
723,19,19,3,3
273,17,17,1,1
257,1,1,1,1
529,17,17,1,1
89,25,25,9,1
210,18,18,2,2
934,38,6,6,6
146,18,18,2,2
782,14,14,14,6
57,57,25,9,1
904,8,8,8,0
430,46,14,14,6
145,17,17,1,1
824,56,24,8,0
897,1,1,1,1
999,39,7,7,7
253,61,29,13,5
579,3,3,3,3
63,63,31,15,7
53,53,21,5,5
25,25,25,9,1
41,41,9,9,1
554,42,10,10,2
839,7,7,7,7
933,37,5,5,5
913,17,17,1,1
483,35,3,3,3
180,52,20,4,4
580,4,4,4,4
123,59,27,11,3
757,53,21,5,5
343,23,23,7,7
789,21,21,5,5
582,6,6,6,6
857,25,25,9,1
522,10,10,10,2
859,27,27,11,3
817,49,17,1,1
854,22,22,6,6
298,42,10,10,2
352,32,0,0,0
65,1,1,1,1
194,2,2,2,2
390,6,6,6,6
473,25,25,9,1
205,13,13,13,5
872,40,8,8,0
212,20,20,4,4
252,60,28,12,4
613,37,5,5,5
125,61,29,13,5
16,16,16,0,0
548,36,4,4,4
63,63,31,15,7
253,61,29,13,5
278,22,22,6,6
124,60,28,12,4
366,46,14,14,6
619,43,11,11,3
473,25,25,9,1
461,13,13,13,5
130,2,2,2,2
713,9,9,9,1
849,17,17,1,1
391,7,7,7,7
241,49,17,1,1
447,63,31,15,7
321,1,1,1,1
128,0,0,0,0
62,62,30,14,6
126,62,30,14,6
844,12,12,12,4
707,3,3,3,3
175,47,15,15,7
590,14,14,14,6
619,43,11,11,3
653,13,13,13,5
868,36,4,4,4
346,26,26,10,2
698,58,26,10,2
749,45,13,13,5
208,16,16,0,0
547,35,3,3,3
667,27,27,11,3
390,6,6,6,6
281,25,25,9,1
165,37,5,5,5
383,63,31,15,7
172,44,12,12,4
719,15,15,15,7
934,38,6,6,6
86,22,22,6,6
533,21,21,5,5
219,27,27,11,3
387,3,3,3,3
711,7,7,7,7
425,41,9,9,1
545,33,1,1,1
726,22,22,6,6
674,34,2,2,2
14,14,14,14,6
498,50,18,2,2
768,0,0,0,0
734,30,30,14,6
329,9,9,9,1
614,38,6,6,6
377,57,25,9,1
420,36,4,4,4
543,31,31,15,7
985,25,25,9,1
772,4,4,4,4
230,38,6,6,6
58,58,26,10,2
123,59,27,11,3
513,1,1,1,1
878,46,14,14,6
934,38,6,6,6
845,13,13,13,5
676,36,4,4,4
193,1,1,1,1
29,29,29,13,5
502,54,22,6,6
830,62,30,14,6
363,43,11,11,3
789,21,21,5,5
294,38,6,6,6
329,9,9,9,1
63,63,31,15,7
292,36,4,4,4
790,22,22,6,6
405,21,21,5,5
702,62,30,14,6
359,39,7,7,7
681,41,9,9,1
20,20,20,4,4
146,18,18,2,2
2,2,2,2,2
3,3,3,3,3
891,59,27,11,3
230,38,6,6,6
228,36,4,4,4
259,3,3,3,3
891,59,27,11,3
251,59,27,11,3
540,28,28,12,4
315,59,27,11,3
320,0,0,0,0
502,54,22,6,6
496,48,16,0,0
777,9,9,9,1
154,26,26,10,2
763,59,27,11,3
290,34,2,2,2
511,63,31,15,7
582,6,6,6,6
79,15,15,15,7
602,26,26,10,2
918,22,22,6,6
244,52,20,4,4
933,37,5,5,5
847,15,15,15,7
164,36,4,4,4
617,41,9,9,1
557,45,13,13,5
473,25,25,9,1
338,18,18,2,2
889,57,25,9,1
697,57,25,9,1
660,20,20,4,4
0,0,0,0,0
700,60,28,12,4
233,41,9,9,1
658,18,18,2,2
591,15,15,15,7
218,26,26,10,2
25,25,25,9,1
388,4,4,4,4
563,51,19,3,3
577,1,1,1,1
548,36,4,4,4
582,6,6,6,6
678,38,6,6,6
104,40,8,8,0
765,61,29,13,5
628,52,20,4,4
15,15,15,15,7
123,59,27,11,3
968,8,8,8,0
648,8,8,8,0
58,58,26,10,2
382,62,30,14,6
956,60,28,12,4
157,29,29,13,5
631,55,23,7,7
81,17,17,1,1
263,7,7,7,7
481,33,1,1,1
863,31,31,15,7
623,47,15,15,7
956,60,28,12,4
390,6,6,6,6
815,47,15,15,7
825,57,25,9,1
751,47,15,15,7
281,25,25,9,1
544,32,0,0,0
82,18,18,2,2
695,55,23,7,7
316,60,28,12,4
177,49,17,1,1
31,31,31,15,7
387,3,3,3,3
299,43,11,11,3
915,19,19,3,3
192,0,0,0,0
330,10,10,10,2
764,60,28,12,4
827,59,27,11,3
962,2,2,2,2
588,12,12,12,4
254,62,30,14,6
797,29,29,13,5
117,53,21,5,5
513,1,1,1,1
572,60,28,12,4
717,13,13,13,5
511,63,31,15,7
962,2,2,2,2
206,14,14,14,6
617,41,9,9,1
842,10,10,10,2
526,14,14,14,6
468,20,20,4,4
749,45,13,13,5
652,12,12,12,4
650,10,10,10,2
686,46,14,14,6
914,18,18,2,2
162,34,2,2,2
120,56,24,8,0
963,3,3,3,3
417,33,1,1,1
932,36,4,4,4
904,8,8,8,0
625,49,17,1,1
359,39,7,7,7
96,32,0,0,0
695,55,23,7,7
772,4,4,4,4
63,63,31,15,7
45,45,13,13,5
632,56,24,8,0
434,50,18,2,2
711,7,7,7,7
441,57,25,9,1
634,58,26,10,2
207,15,15,15,7
199,7,7,7,7
848,16,16,0,0
733,29,29,13,5
289,33,1,1,1
87,23,23,7,7
222,30,30,14,6
728,24,24,8,0
252,60,28,12,4
400,16,16,0,0
78,14,14,14,6
690,50,18,2,2
406,22,22,6,6
68,4,4,4,4
31,31,31,15,7
418,34,2,2,2
451,3,3,3,3
63,63,31,15,7
582,6,6,6,6
376,56,24,8,0
83,19,19,3,3
62,62,30,14,6
834,2,2,2,2
894,62,30,14,6
941,45,13,13,5
299,43,11,11,3
380,60,28,12,4
977,17,17,1,1
736,32,0,0,0
25,25,25,9,1
455,7,7,7,7
758,54,22,6,6
103,39,7,7,7
435,51,19,3,3
974,14,14,14,6
454,6,6,6,6
283,27,27,11,3
950,54,22,6,6
148,20,20,4,4
403,19,19,3,3
773,5,5,5,5
226,34,2,2,2
394,10,10,10,2
644,4,4,4,4
178,50,18,2,2
652,12,12,12,4
725,21,21,5,5
965,5,5,5,5
269,13,13,13,5
974,14,14,14,6
307,51,19,3,3
851,19,19,3,3
374,54,22,6,6
859,27,27,11,3
18,18,18,2,2
313,57,25,9,1
669,29,29,13,5
400,16,16,0,0
22,22,22,6,6
269,13,13,13,5
10,10,10,10,2
856,24,24,8,0
169,41,9,9,1
487,39,7,7,7
959,63,31,15,7
499,51,19,3,3
746,42,10,10,2
799,31,31,15,7
761,57,25,9,1
668,28,28,12,4
617,41,9,9,1
794,26,26,10,2
456,8,8,8,0
643,3,3,3,3
741,37,5,5,5
711,7,7,7,7
386,2,2,2,2
884,52,20,4,4
661,21,21,5,5
277,21,21,5,5
409,25,25,9,1
57,57,25,9,1
196,4,4,4,4
696,56,24,8,0
14,14,14,14,6
512,0,0,0,0
447,63,31,15,7
235,43,11,11,3
615,39,7,7,7
370,50,18,2,2
925,29,29,13,5
974,14,14,14,6
786,18,18,2,2
425,41,9,9,1
589,13,13,13,5
126,62,30,14,6
226,34,2,2,2
217,25,25,9,1
227,35,3,3,3
114,50,18,2,2
679,39,7,7,7
747,43,11,11,3
62,62,30,14,6
257,1,1,1,1
41,41,9,9,1
957,61,29,13,5
781,13,13,13,5
795,27,27,11,3
944,48,16,0,0
974,14,14,14,6
866,34,2,2,2
423,39,7,7,7
456,8,8,8,0
473,25,25,9,1
838,6,6,6,6
664,24,24,8,0
991,31,31,15,7
73,9,9,9,1
130,2,2,2,2
893,61,29,13,5
843,11,11,11,3
872,40,8,8,0
141,13,13,13,5
573,61,29,13,5
622,46,14,14,6
591,15,15,15,7
276,20,20,4,4
447,63,31,15,7
249,57,25,9,1
704,0,0,0,0
961,1,1,1,1
90,26,26,10,2
931,35,3,3,3
767,63,31,15,7
54,54,22,6,6
262,6,6,6,6
705,1,1,1,1
791,23,23,7,7
202,10,10,10,2
810,42,10,10,2
721,17,17,1,1
941,45,13,13,5
750,46,14,14,6
166,38,6,6,6
54,54,22,6,6
88,24,24,8,0
667,27,27,11,3
989,29,29,13,5
856,24,24,8,0
806,38,6,6,6
230,38,6,6,6
989,29,29,13,5
60,60,28,12,4
348,28,28,12,4
552,40,8,8,0
849,17,17,1,1
398,14,14,14,6
214,22,22,6,6
921,25,25,9,1
761,57,25,9,1
622,46,14,14,6
694,54,22,6,6
338,18,18,2,2
899,3,3,3,3
202,10,10,10,2
382,62,30,14,6
997,37,5,5,5
683,43,11,11,3
986,26,26,10,2
2,2,2,2,2
835,3,3,3,3
614,38,6,6,6
987,27,27,11,3
767,63,31,15,7
47,47,15,15,7
612,36,4,4,4
78,14,14,14,6
906,10,10,10,2
788,20,20,4,4
280,24,24,8,0
208,16,16,0,0
866,34,2,2,2
580,4,4,4,4
214,22,22,6,6
100,36,4,4,4
991,31,31,15,7
84,20,20,4,4
987,27,27,11,3
345,25,25,9,1
905,9,9,9,1
35,35,3,3,3
427,43,11,11,3
25,25,25,9,1
874,42,10,10,2
828,60,28,12,4
737,33,1,1,1
742,38,6,6,6
223,31,31,15,7
186,58,26,10,2
510,62,30,14,6
833,1,1,1,1
339,19,19,3,3
340,20,20,4,4
12,12,12,12,4
979,19,19,3,3
77,13,13,13,5
225,33,1,1,1
476,28,28,12,4
341,21,21,5,5
981,21,21,5,5
334,14,14,14,6
411,27,27,11,3
725,21,21,5,5
669,29,29,13,5
844,12,12,12,4
993,33,1,1,1
303,47,15,15,7
189,61,29,13,5
301,45,13,13,5
39,39,7,7,7
71,7,7,7,7
239,47,15,15,7
153,25,25,9,1
634,58,26,10,2
460,12,12,12,4
8,8,8,8,0
225,33,1,1,1
801,33,1,1,1
845,13,13,13,5
550,38,6,6,6
697,57,25,9,1
352,32,0,0,0
562,50,18,2,2
593,17,17,1,1
386,2,2,2,2
138,10,10,10,2
461,13,13,13,5
223,31,31,15,7
680,40,8,8,0
564,52,20,4,4
264,8,8,8,0
284,28,28,12,4
327,7,7,7,7
145,17,17,1,1
467,19,19,3,3
511,63,31,15,7
808,40,8,8,0
82,18,18,2,2
598,22,22,6,6
624,48,16,0,0
332,12,12,12,4
380,60,28,12,4
454,6,6,6,6
185,57,25,9,1
179,51,19,3,3
608,32,0,0,0
99,35,3,3,3
383,63,31,15,7
139,11,11,11,3
8,8,8,8,0
520,8,8,8,0
413,29,29,13,5
590,14,14,14,6
118,54,22,6,6
437,53,21,5,5
124,60,28,12,4
523,11,11,11,3
154,26,26,10,2
788,20,20,4,4
893,61,29,13,5
359,39,7,7,7
319,63,31,15,7
584,8,8,8,0
89,25,25,9,1
237,45,13,13,5
425,41,9,9,1
741,37,5,5,5
317,61,29,13,5
776,8,8,8,0
4,4,4,4,4
98,34,2,2,2
353,33,1,1,1
11,11,11,11,3
948,52,20,4,4
440,56,24,8,0
957,61,29,13,5
996,36,4,4,4
580,4,4,4,4
250,58,26,10,2
802,34,2,2,2
976,16,16,0,0
388,4,4,4,4
665,25,25,9,1
958,62,30,14,6
353,33,1,1,1
12,12,12,12,4
553,41,9,9,1
887,55,23,7,7
886,54,22,6,6
574,62,30,14,6
89,25,25,9,1
107,43,11,11,3
292,36,4,4,4
248,56,24,8,0
902,6,6,6,6
277,21,21,5,5
292,36,4,4,4
765,61,29,13,5
20,20,20,4,4
632,56,24,8,0
398,14,14,14,6
780,12,12,12,4
102,38,6,6,6
138,10,10,10,2
814,46,14,14,6
40,40,8,8,0
856,24,24,8,0
711,7,7,7,7
42,42,10,10,2
153,25,25,9,1
293,37,5,5,5
652,12,12,12,4
74,10,10,10,2
637,61,29,13,5
54,54,22,6,6
698,58,26,10,2
245,53,21,5,5
695,55,23,7,7
63,63,31,15,7
110,46,14,14,6
697,57,25,9,1
653,13,13,13,5
13,13,13,13,5
947,51,19,3,3
807,39,7,7,7
327,7,7,7,7
122,58,26,10,2
924,28,28,12,4
705,1,1,1,1
752,48,16,0,0
332,12,12,12,4
730,26,26,10,2
208,16,16,0,0
362,42,10,10,2
405,21,21,5,5
340,20,20,4,4
935,39,7,7,7
156,28,28,12,4
731,27,27,11,3
687,47,15,15,7
845,13,13,13,5
443,59,27,11,3
304,48,16,0,0
132,4,4,4,4
111,47,15,15,7
33,33,1,1,1
895,63,31,15,7
692,52,20,4,4
99,35,3,3,3
6,6,6,6,6
319,63,31,15,7
656,16,16,0,0
885,53,21,5,5
779,11,11,11,3
657,17,17,1,1
688,48,16,0,0
177,49,17,1,1
764,60,28,12,4
224,32,0,0,0
348,28,28,12,4
363,43,11,11,3
701,61,29,13,5
227,35,3,3,3
539,27,27,11,3
145,17,17,1,1
565,53,21,5,5
959,63,31,15,7
554,42,10,10,2
961,1,1,1,1
911,15,15,15,7
767,63,31,15,7
334,14,14,14,6
634,58,26,10,2
500,52,20,4,4
771,3,3,3,3
985,25,25,9,1
319,63,31,15,7
571,59,27,11,3
915,19,19,3,3
399,15,15,15,7
412,28,28,12,4
262,6,6,6,6
998,38,6,6,6
35,35,3,3,3
686,46,14,14,6
837,5,5,5,5
329,9,9,9,1
445,61,29,13,5
155,27,27,11,3
724,20,20,4,4
279,23,23,7,7
895,63,31,15,7
442,58,26,10,2
963,3,3,3,3
823,55,23,7,7
83,19,19,3,3
345,25,25,9,1
196,4,4,4,4
126,62,30,14,6
794,26,26,10,2
324,4,4,4,4
279,23,23,7,7
514,2,2,2,2
952,56,24,8,0
466,18,18,2,2
897,1,1,1,1
714,10,10,10,2
226,34,2,2,2
906,10,10,10,2
521,9,9,9,1
591,15,15,15,7
390,6,6,6,6
902,6,6,6,6
575,63,31,15,7
253,61,29,13,5
920,24,24,8,0
637,61,29,13,5
435,51,19,3,3
522,10,10,10,2
372,52,20,4,4
667,27,27,11,3
596,20,20,4,4
991,31,31,15,7
215,23,23,7,7
510,62,30,14,6
852,20,20,4,4
221,29,29,13,5
251,59,27,11,3
590,14,14,14,6
373,53,21,5,5
512,0,0,0,0
911,15,15,15,7
14,14,14,14,6
687,47,15,15,7
615,39,7,7,7
658,18,18,2,2
22,22,22,6,6
726,22,22,6,6
116,52,20,4,4
587,11,11,11,3
547,35,3,3,3
619,43,11,11,3
240,48,16,0,0
972,12,12,12,4
302,46,14,14,6
218,26,26,10,2
771,3,3,3,3
467,19,19,3,3
378,58,26,10,2
105,41,9,9,1
23,23,23,7,7
559,47,15,15,7
175,47,15,15,7
192,0,0,0,0
180,52,20,4,4
505,57,25,9,1
906,10,10,10,2
731,27,27,11,3
851,19,19,3,3
217,25,25,9,1
780,12,12,12,4
426,42,10,10,2
451,3,3,3,3
696,56,24,8,0
459,11,11,11,3
966,6,6,6,6
401,17,17,1,1
727,23,23,7,7
975,15,15,15,7
228,36,4,4,4
317,61,29,13,5
678,38,6,6,6
231,39,7,7,7
152,24,24,8,0
464,16,16,0,0
884,52,20,4,4
369,49,17,1,1
72,8,8,8,0
650,10,10,10,2
675,35,3,3,3
954,58,26,10,2
135,7,7,7,7
546,34,2,2,2
99,35,3,3,3
166,38,6,6,6
857,25,25,9,1
795,27,27,11,3
169,41,9,9,1
206,14,14,14,6
708,4,4,4,4
33,33,1,1,1
446,62,30,14,6
540,28,28,12,4
440,56,24,8,0
599,23,23,7,7
944,48,16,0,0
104,40,8,8,0
372,52,20,4,4
112,48,16,0,0
772,4,4,4,4
872,40,8,8,0
383,63,31,15,7
681,41,9,9,1
366,46,14,14,6
543,31,31,15,7
409,25,25,9,1
940,44,12,12,4
841,9,9,9,1
763,59,27,11,3
31,31,31,15,7
245,53,21,5,5
792,24,24,8,0
175,47,15,15,7
325,5,5,5,5
157,29,29,13,5
857,25,25,9,1
395,11,11,11,3
827,59,27,11,3
145,17,17,1,1
14,14,14,14,6
944,48,16,0,0
376,56,24,8,0
903,7,7,7,7
110,46,14,14,6
255,63,31,15,7
97,33,1,1,1
398,14,14,14,6
61,61,29,13,5
992,32,0,0,0
791,23,23,7,7
948,52,20,4,4
231,39,7,7,7
80,16,16,0,0
11,11,11,11,3
136,8,8,8,0
441,57,25,9,1
407,23,23,7,7
144,16,16,0,0
559,47,15,15,7
612,36,4,4,4
823,55,23,7,7
88,24,24,8,0
641,1,1,1,1
515,3,3,3,3
325,5,5,5,5
195,3,3,3,3
892,60,28,12,4
356,36,4,4,4
869,37,5,5,5
987,27,27,11,3
70,6,6,6,6
816,48,16,0,0
605,29,29,13,5
775,7,7,7,7
91,27,27,11,3
316,60,28,12,4
32,32,0,0,0
713,9,9,9,1
927,31,31,15,7
974,14,14,14,6
356,36,4,4,4
274,18,18,2,2
474,26,26,10,2
69,5,5,5,5
682,42,10,10,2
122,58,26,10,2
236,44,12,12,4
188,60,28,12,4
883,51,19,3,3
944,48,16,0,0
754,50,18,2,2
768,0,0,0,0
460,12,12,12,4
162,34,2,2,2
931,35,3,3,3
697,57,25,9,1
546,34,2,2,2
618,42,10,10,2
506,58,26,10,2
968,8,8,8,0
773,5,5,5,5
697,57,25,9,1
874,42,10,10,2
37,37,5,5,5
122,58,26,10,2
476,28,28,12,4
213,21,21,5,5
597,21,21,5,5
857,25,25,9,1
865,33,1,1,1
553,41,9,9,1
190,62,30,14,6
242,50,18,2,2
651,11,11,11,3
854,22,22,6,6
527,15,15,15,7
622,46,14,14,6
106,42,10,10,2
34,34,2,2,2
886,54,22,6,6
198,6,6,6,6
849,17,17,1,1
55,55,23,7,7
631,55,23,7,7
791,23,23,7,7
473,25,25,9,1
774,6,6,6,6
262,6,6,6,6
997,37,5,5,5
852,20,20,4,4
983,23,23,7,7
953,57,25,9,1
476,28,28,12,4
201,9,9,9,1
799,31,31,15,7
964,4,4,4,4
779,11,11,11,3
334,14,14,14,6
476,28,28,12,4
79,15,15,15,7
497,49,17,1,1
784,16,16,0,0
402,18,18,2,2
494,46,14,14,6
970,10,10,10,2
86,22,22,6,6
757,53,21,5,5
831,63,31,15,7
936,40,8,8,0
19,19,19,3,3
633,57,25,9,1
443,59,27,11,3
298,42,10,10,2
260,4,4,4,4
113,49,17,1,1
79,15,15,15,7
541,29,29,13,5
314,58,26,10,2
329,9,9,9,1
596,20,20,4,4
540,28,28,12,4
939,43,11,11,3
558,46,14,14,6
733,29,29,13,5
700,60,28,12,4
1,1,1,1,1
853,21,21,5,5
606,30,30,14,6
642,2,2,2,2
673,33,1,1,1
106,42,10,10,2
719,15,15,15,7
453,5,5,5,5
84,20,20,4,4
595,19,19,3,3
664,24,24,8,0
868,36,4,4,4
312,56,24,8,0
428,44,12,12,4
123,59,27,11,3
2,2,2,2,2
63,63,31,15,7
664,24,24,8,0
448,0,0,0,0
474,26,26,10,2
434,50,18,2,2
205,13,13,13,5
854,22,22,6,6
836,4,4,4,4
243,51,19,3,3
723,19,19,3,3
900,4,4,4,4
358,38,6,6,6
984,24,24,8,0
907,11,11,11,3
533,21,21,5,5
942,46,14,14,6
221,29,29,13,5
247,55,23,7,7
492,44,12,12,4
954,58,26,10,2
483,35,3,3,3
496,48,16,0,0
900,4,4,4,4
302,46,14,14,6
239,47,15,15,7
734,30,30,14,6
597,21,21,5,5
566,54,22,6,6
213,21,21,5,5
683,43,11,11,3
883,51,19,3,3
939,43,11,11,3
343,23,23,7,7
799,31,31,15,7
539,27,27,11,3
331,11,11,11,3
207,15,15,15,7
969,9,9,9,1
991,31,31,15,7
203,11,11,11,3
584,8,8,8,0
8,8,8,8,0
814,46,14,14,6
603,27,27,11,3
136,8,8,8,0
610,34,2,2,2
729,25,25,9,1
634,58,26,10,2
250,58,26,10,2
361,41,9,9,1
898,2,2,2,2
160,32,0,0,0
120,56,24,8,0
95,31,31,15,7
835,3,3,3,3
774,6,6,6,6
215,23,23,7,7
439,55,23,7,7
522,10,10,10,2
667,27,27,11,3
856,24,24,8,0
406,22,22,6,6
585,9,9,9,1
547,35,3,3,3
